[2025-12-28T15:00:09.929+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-28T15:00:09.957+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table scheduled__2025-12-27T15:00:00+00:00 [queued]>
[2025-12-28T15:00:09.969+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table scheduled__2025-12-27T15:00:00+00:00 [queued]>
[2025-12-28T15:00:09.973+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-12-28T15:00:09.990+0000] {taskinstance.py:2330} INFO - Executing <Task(_PythonDecoratedOperator): core_table> on 2025-12-27 15:00:00+00:00
[2025-12-28T15:00:09.996+0000] {standard_task_runner.py:63} INFO - Started process 15376 to run task
[2025-12-28T15:00:10.000+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'update_db', 'core_table', 'scheduled__2025-12-27T15:00:00+00:00', '--job-id', '100', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpb1u3dckw']
[2025-12-28T15:00:10.001+0000] {standard_task_runner.py:91} INFO - Job 100: Subtask core_table
[2025-12-28T15:00:10.063+0000] {task_command.py:426} INFO - Running <TaskInstance: update_db.core_table scheduled__2025-12-27T15:00:00+00:00 [running]> on host 6021bea33cbc
[2025-12-28T15:00:10.191+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='data@engineers.com' AIRFLOW_CTX_DAG_OWNER='dataengineers' AIRFLOW_CTX_DAG_ID='update_db' AIRFLOW_CTX_TASK_ID='core_table' AIRFLOW_CTX_EXECUTION_DATE='2025-12-27T15:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-27T15:00:00+00:00'
[2025-12-28T15:00:10.193+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-28T15:00:10.204+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-12-28T15:00:10.213+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-12-28T15:00:10.221+0000] {base.py:84} INFO - Using connection ID 'postgres_db_yt_elt' for task execution.
[2025-12-28T15:00:10.275+0000] {data_modification.py:89} INFO - Updated row with Video_ID: Ah_uuTwGOYU
[2025-12-28T15:00:10.278+0000] {data_modification.py:89} INFO - Updated row with Video_ID: HISfrcjiNPM
[2025-12-28T15:00:10.281+0000] {data_modification.py:89} INFO - Updated row with Video_ID: WROMyJAJmp4
[2025-12-28T15:00:10.283+0000] {data_modification.py:89} INFO - Updated row with Video_ID: tAwzBYE18Us
[2025-12-28T15:00:10.285+0000] {data_modification.py:89} INFO - Updated row with Video_ID: LyFMbY-c_Lc
[2025-12-28T15:00:10.288+0000] {data_modification.py:89} INFO - Updated row with Video_ID: 3RmOvxilbPM
[2025-12-28T15:00:10.291+0000] {data_modification.py:89} INFO - Updated row with Video_ID: R7MkZL5i3FQ
[2025-12-28T15:00:10.294+0000] {data_modification.py:89} INFO - Updated row with Video_ID: 26QQE7EsnLA
[2025-12-28T15:00:10.296+0000] {data_modification.py:89} INFO - Updated row with Video_ID: PryTbmudhS8
[2025-12-28T15:00:10.298+0000] {data_modification.py:89} INFO - Updated row with Video_ID: Oo9EbArcQ1c
[2025-12-28T15:00:10.300+0000] {data_modification.py:89} INFO - Updated row with Video_ID: yWEUL3crU_E
[2025-12-28T15:00:10.302+0000] {data_modification.py:89} INFO - Updated row with Video_ID: JgJrQnDIRgg
[2025-12-28T15:00:10.304+0000] {data_modification.py:89} INFO - Updated row with Video_ID: gtkqnhN0VkU
[2025-12-28T15:00:10.306+0000] {data_modification.py:89} INFO - Updated row with Video_ID: oBXSvS2QKxU
